payment_key,payment_id,payment_date_key,policy_key,payment_amount,payment_method
569,PAY000569,20221129,314,2541.09,Credit Card
570,PAY000570,20221226,314,817.11,Bank Transfer
571,PAY000571,20230429,315,4714.45,Cash
572,PAY000572,20231207,316,12104.7,Cash
573,PAY000573,20240107,316,1447.92,SADAD
574,PAY000574,20240628,317,2390.8,SADAD
575,PAY000575,20240726,317,235.47,Cash
576,PAY000576,20230625,318,582.38,Bank Transfer
577,PAY000577,20230723,318,1553.56,Cash
578,PAY000578,20240527,319,2417.35,Bank Transfer
579,PAY000579,20230119,320,11346.85,SADAD
580,PAY000580,20230217,320,4193.73,Cash
581,PAY000581,20230319,320,11433.2,SADAD
582,PAY000582,20230415,320,4688.4,Bank Transfer
583,PAY000583,20230505,321,8603.03,Credit Card
584,PAY000584,20230506,322,8423.43,Cash
585,PAY000585,20230605,322,2755.2,SADAD
586,PAY000586,20230701,322,26164.21,Credit Card
587,PAY000587,20230803,322,1467.98,Bank Transfer
588,PAY000588,20260223,323,1736.0,Cash
589,PAY000589,20260327,323,94.87,SADAD
590,PAY000590,20260426,323,645.19,SADAD
591,PAY000591,20260528,323,1580.81,Bank Transfer
592,PAY000592,20260112,324,15606.04,SADAD
593,PAY000593,20230608,325,180.88,Cash
594,PAY000594,20230707,325,1525.72,SADAD
595,PAY000595,20241205,326,30370.06,Cash
596,PAY000596,20260528,327,11430.76,SADAD
597,PAY000597,20241126,328,1900.66,Credit Card
598,PAY000598,20260101,329,37000.28,Credit Card
599,PAY000599,20260220,330,1790.63,Credit Card
600,PAY000600,20260322,330,5173.05,Cash
601,PAY000601,20240504,331,1978.36,Credit Card
602,PAY000602,20240602,331,9868.34,SADAD
603,PAY000603,20241219,332,4146.46,SADAD
604,PAY000604,20250911,333,9346.8,Bank Transfer
605,PAY000605,20221027,334,10733.23,Cash
606,PAY000606,20250315,335,1569.99,SADAD
607,PAY000607,20260317,336,3147.67,Credit Card
608,PAY000608,20260418,336,234.04,Cash
609,PAY000609,20260515,336,200.65,Bank Transfer
610,PAY000610,20260615,336,928.84,Credit Card
611,PAY000611,20231011,337,159756.58,Cash
612,PAY000612,20251029,338,1539.22,Bank Transfer
613,PAY000613,20230708,339,10556.4,SADAD
614,PAY000614,20230805,339,4540.07,Credit Card
615,PAY000615,20250714,340,8146.47,Cash
616,PAY000616,20240716,341,401.46,SADAD
617,PAY000617,20240812,341,186.54,Cash
618,PAY000618,20240912,341,2464.31,Cash
619,PAY000619,20241013,341,66.77,Bank Transfer
620,PAY000620,20220609,342,5911.52,SADAD
621,PAY000621,20250208,343,1666.82,Bank Transfer
622,PAY000622,20230813,344,4923.53,Credit Card
623,PAY000623,20260306,345,12024.43,Credit Card
624,PAY000624,20231226,346,2708.89,Cash
625,PAY000625,20240129,346,4050.36,Bank Transfer
626,PAY000626,20240228,346,6874.55,SADAD
627,PAY000627,20240328,346,5653.56,SADAD
628,PAY000628,20260110,347,1527.14,Bank Transfer
629,PAY000629,20260212,347,1446.56,Bank Transfer
630,PAY000630,20260311,347,4877.36,SADAD
631,PAY000631,20260410,347,1105.46,Bank Transfer
632,PAY000632,20221011,348,9979.25,Cash
633,PAY000633,20250728,349,4378.75,Credit Card
634,PAY000634,20250913,350,1235.57,Cash
635,PAY000635,20250127,351,9438.9,Bank Transfer
636,PAY000636,20250228,351,4742.47,Bank Transfer
637,PAY000637,20220624,352,3986.51,Bank Transfer
638,PAY000638,20220721,352,12293.3,Cash
639,PAY000639,20220822,352,2169.74,Bank Transfer
640,PAY000640,20220919,352,508.05,Cash
641,PAY000641,20260116,353,2104.51,Credit Card
642,PAY000642,20240531,354,249.25,Bank Transfer
643,PAY000643,20240701,354,132.35,SADAD
644,PAY000644,20240801,354,1120.33,Cash
645,PAY000645,20240831,354,525.68,SADAD
646,PAY000646,20231205,355,4608.31,Credit Card
647,PAY000647,20250920,356,5344.29,SADAD
648,PAY000648,20240115,357,417.18,SADAD
649,PAY000649,20240212,357,301.86,Cash
650,PAY000650,20240205,358,2001.15,SADAD
651,PAY000651,20230914,359,4410.96,Bank Transfer
652,PAY000652,20240625,360,126.17,Credit Card
653,PAY000653,20240727,360,110.71,Cash
654,PAY000654,20230914,361,14613.67,Bank Transfer
655,PAY000655,20240727,362,2412.92,SADAD
656,PAY000656,20240830,362,387.28,Bank Transfer
657,PAY000657,20240927,362,866.61,SADAD
658,PAY000658,20241025,362,642.56,Credit Card
659,PAY000659,20240606,363,2360.77,Credit Card
660,PAY000660,20251124,364,1515.8,Credit Card
661,PAY000661,20251224,364,361.73,Bank Transfer
662,PAY000662,20260120,364,1218.8,Bank Transfer
663,PAY000663,20260221,364,2480.2,SADAD
664,PAY000664,20260206,365,1622.19,Credit Card
665,PAY000665,20221210,366,5590.74,Bank Transfer
666,PAY000666,20250926,367,602.3,Bank Transfer
667,PAY000667,20251027,367,1287.37,Bank Transfer
668,PAY000668,20230916,368,3976.61,SADAD
669,PAY000669,20230728,369,70968.64,Credit Card
670,PAY000670,20240125,370,20440.25,Bank Transfer
671,PAY000671,20250810,371,46.78,Cash
672,PAY000672,20250910,371,2244.27,Bank Transfer
673,PAY000673,20250310,372,6979.9,SADAD
674,PAY000674,20250408,372,4664.87,SADAD
675,PAY000675,20260507,373,1650.76,Credit Card
676,PAY000676,20260602,373,46.67,Credit Card
677,PAY000677,20250402,374,391.57,Credit Card
678,PAY000678,20250504,374,763.36,Bank Transfer
679,PAY000679,20250602,374,72.79,Cash
680,PAY000680,20250701,374,385.03,Bank Transfer
681,PAY000681,20260118,375,662.59,Bank Transfer
682,PAY000682,20260216,375,1566.05,SADAD
683,PAY000683,20240311,376,1344.06,Cash
684,PAY000684,20240408,376,1685.73,Cash
685,PAY000685,20240510,376,407.17,Credit Card
686,PAY000686,20240605,376,583.2,Cash
687,PAY000687,20230715,377,1085.08,Cash
688,PAY000688,20241103,378,1393.75,Bank Transfer
689,PAY000689,20230602,379,7.92,Bank Transfer
690,PAY000690,20230703,379,3614.41,Bank Transfer
691,PAY000691,20250409,380,7398.39,Credit Card
692,PAY000692,20250508,380,3563.81,Cash
693,PAY000693,20250607,380,11270.54,SADAD
694,PAY000694,20250704,380,13706.82,Cash
695,PAY000695,20250620,381,2156.22,Bank Transfer
696,PAY000696,20250912,382,626.88,Cash
697,PAY000697,20251012,382,1534.23,SADAD
698,PAY000698,20230219,383,15402.7,Cash
699,PAY000699,20260124,384,182.44,Credit Card
700,PAY000700,20260223,384,4878.7,Bank Transfer
701,PAY000701,20250912,385,3391.83,Bank Transfer
702,PAY000702,20251009,385,2991.78,Bank Transfer
703,PAY000703,20220721,386,25747.1,Bank Transfer
704,PAY000704,20220823,386,3688.73,Cash
705,PAY000705,20230907,387,8452.02,Credit Card
706,PAY000706,20231010,387,10274.52,Cash
707,PAY000707,20240103,388,20025.1,Cash
708,PAY000708,20240206,388,33191.04,SADAD
709,PAY000709,20230519,389,663.06,SADAD
710,PAY000710,20260610,390,1724.58,Cash
711,PAY000711,20260709,390,1472.31,Cash
712,PAY000712,20260805,390,545.47,Credit Card
713,PAY000713,20240518,391,27675.87,SADAD
714,PAY000714,20240619,391,141.23,SADAD
715,PAY000715,20231019,392,26343.22,Cash
716,PAY000716,20251215,393,9060.94,Credit Card
717,PAY000717,20250511,394,711.68,SADAD
718,PAY000718,20250611,394,891.29,Credit Card
719,PAY000719,20250709,394,3975.81,Bank Transfer
720,PAY000720,20250807,394,17778.2,Credit Card
721,PAY000721,20260310,395,4436.17,Bank Transfer
722,PAY000722,20260409,395,4028.51,Credit Card
723,PAY000723,20260513,395,650.03,SADAD
724,PAY000724,20260610,395,1515.7,SADAD
725,PAY000725,20250513,396,2052.47,Cash
726,PAY000726,20250611,396,912.87,SADAD
727,PAY000727,20240507,397,16967.15,Bank Transfer
728,PAY000728,20230819,398,196.57,SADAD
729,PAY000729,20230923,398,1518.53,Bank Transfer
730,PAY000730,20231019,398,5961.31,Bank Transfer
731,PAY000731,20231117,398,595.3,SADAD
732,PAY000732,20230321,399,1150.17,SADAD
733,PAY000733,20250518,400,7828.07,Bank Transfer
734,PAY000734,20240328,401,14892.24,SADAD
735,PAY000735,20240428,401,2784.84,SADAD
736,PAY000736,20240527,401,187.61,SADAD
737,PAY000737,20240625,401,7582.4,Bank Transfer
738,PAY000738,20250621,402,40814.99,Bank Transfer
739,PAY000739,20250718,402,30108.43,Credit Card
740,PAY000740,20241005,403,20477.59,Credit Card
741,PAY000741,20250505,404,3622.56,Cash
742,PAY000742,20250603,404,2612.25,Credit Card
743,PAY000743,20250502,405,39492.83,Credit Card
744,PAY000744,20230518,406,20120.81,Bank Transfer
745,PAY000745,20260106,407,1718.15,Bank Transfer
746,PAY000746,20260206,407,124.22,Bank Transfer
747,PAY000747,20231015,408,8870.9,Credit Card
748,PAY000748,20231114,408,757.86,Cash
749,PAY000749,20220826,409,23.35,Bank Transfer
750,PAY000750,20220924,409,591.21,SADAD
751,PAY000751,20220829,410,1072.74,Bank Transfer
752,PAY000752,20220926,410,1520.5,Cash
753,PAY000753,20240803,411,26182.06,Credit Card
754,PAY000754,20240902,411,25097.93,Bank Transfer
755,PAY000755,20250501,412,1861.68,Credit Card
756,PAY000756,20250527,412,3339.92,Credit Card
757,PAY000757,20230309,413,13220.42,SADAD
758,PAY000758,20221004,414,1202.68,SADAD
759,PAY000759,20260216,415,1436.61,Cash
760,PAY000760,20260318,415,12254.51,Bank Transfer
761,PAY000761,20260419,415,14592.65,SADAD
762,PAY000762,20260519,415,704.52,Credit Card
763,PAY000763,20251014,416,473.88,Cash
764,PAY000764,20251117,416,810.07,SADAD
765,PAY000765,20251216,416,4075.4,Bank Transfer
766,PAY000766,20260115,416,1203.02,Cash
767,PAY000767,20250604,417,10325.57,SADAD
768,PAY000768,20230607,418,55900.25,Cash
769,PAY000769,20241201,419,8349.65,SADAD
770,PAY000770,20240722,420,4769.17,SADAD
771,PAY000771,20240818,420,3499.23,Credit Card
772,PAY000772,20260417,421,1401.87,SADAD
773,PAY000773,20221230,422,937.59,Credit Card
774,PAY000774,20230129,422,1484.93,SADAD
775,PAY000775,20230430,423,2206.65,Bank Transfer
776,PAY000776,20220926,424,412.53,Credit Card
777,PAY000777,20221030,424,616.3,Bank Transfer
778,PAY000778,20221128,424,121.82,Bank Transfer
779,PAY000779,20221225,424,31.35,Credit Card
780,PAY000780,20230111,425,10575.62,Bank Transfer
781,PAY000781,20260622,426,5035.05,Bank Transfer
782,PAY000782,20260721,426,2210.38,Bank Transfer
783,PAY000783,20260820,426,1094.21,Cash
784,PAY000784,20230422,427,1347.24,Credit Card
785,PAY000785,20230522,427,16167.28,SADAD
786,PAY000786,20260419,428,8458.22,Credit Card
787,PAY000787,20250330,429,11402.87,Cash
788,PAY000788,20260518,430,35.6,Bank Transfer
789,PAY000789,20260619,430,829.32,Credit Card
790,PAY000790,20260402,431,3108.21,Bank Transfer
791,PAY000791,20260504,431,910.65,Bank Transfer
792,PAY000792,20250513,432,910.75,Bank Transfer
793,PAY000793,20250707,433,2310.16,SADAD
794,PAY000794,20251130,434,6022.07,Bank Transfer
795,PAY000795,20250329,435,1246.57,Cash
796,PAY000796,20250425,435,352.44,Cash
797,PAY000797,20250530,435,2395.46,Cash
798,PAY000798,20250627,435,58.43,Cash
799,PAY000799,20250206,436,229.37,Bank Transfer
800,PAY000800,20250311,436,494.72,Cash
801,PAY000801,20250408,436,1581.69,Bank Transfer
802,PAY000802,20250508,436,385.37,SADAD
803,PAY000803,20260324,437,3885.81,SADAD
804,PAY000804,20250708,438,5136.22,SADAD
805,PAY000805,20250810,438,7240.26,Credit Card
806,PAY000806,20230801,439,41667.34,SADAD
807,PAY000807,20240417,440,1758.49,Cash
808,PAY000808,20240514,440,1251.35,SADAD
809,PAY000809,20240822,441,9554.99,SADAD
810,PAY000810,20230731,442,12109.04,Cash
811,PAY000811,20250702,443,23880.84,Cash
812,PAY000812,20260130,444,385.93,Cash
813,PAY000813,20260227,444,706.22,Bank Transfer
814,PAY000814,20260330,444,6248.66,SADAD
815,PAY000815,20260428,444,635.8,SADAD
816,PAY000816,20220527,445,4889.93,Cash
817,PAY000817,20220630,445,1764.22,Credit Card
818,PAY000818,20220727,445,8861.17,Bank Transfer
819,PAY000819,20220825,445,15671.21,Credit Card
820,PAY000820,20231230,446,5801.47,Bank Transfer
821,PAY000821,20241117,447,15723.24,SADAD
822,PAY000822,20241213,447,3525.3,Cash
823,PAY000823,20241219,448,19918.0,SADAD
824,PAY000824,20250817,449,11173.36,Cash
825,PAY000825,20250129,450,1072.14,Bank Transfer
826,PAY000826,20250302,450,938.66,SADAD
827,PAY000827,20250404,450,1077.25,Cash
828,PAY000828,20250503,450,4445.23,Credit Card
829,PAY000829,20230428,451,3529.67,Credit Card
830,PAY000830,20241028,452,23342.55,Credit Card
831,PAY000831,20240517,453,6102.03,Credit Card
832,PAY000832,20260211,454,4553.3,Cash
833,PAY000833,20251009,455,8607.66,SADAD
834,PAY000834,20240817,456,2768.62,Credit Card
835,PAY000835,20241006,457,738.51,Credit Card
836,PAY000836,20260412,458,7526.12,Bank Transfer
837,PAY000837,20230521,459,7774.83,Bank Transfer
838,PAY000838,20240906,460,5475.81,SADAD
839,PAY000839,20241011,460,102.33,Cash
840,PAY000840,20241007,461,51858.79,Bank Transfer
841,PAY000841,20250813,462,7669.01,Cash
842,PAY000842,20231104,463,63150.96,Bank Transfer
843,PAY000843,20260626,464,19.86,Credit Card
844,PAY000844,20260726,464,1776.3,SADAD
845,PAY000845,20240429,465,2065.12,Credit Card
846,PAY000846,20260303,466,3110.29,Bank Transfer
847,PAY000847,20260401,466,1020.54,Cash
848,PAY000848,20260501,466,847.63,Bank Transfer
849,PAY000849,20260605,466,1192.77,Credit Card
850,PAY000850,20251117,467,27080.55,SADAD
851,PAY000851,20250825,468,161.48,Cash
852,PAY000852,20250922,468,840.62,Bank Transfer
853,PAY000853,20251021,468,616.88,Credit Card
854,PAY000854,20251120,468,550.68,SADAD
855,PAY000855,20230319,469,10913.23,SADAD
856,PAY000856,20240709,470,1891.21,Cash
857,PAY000857,20240805,470,22124.24,Credit Card
858,PAY000858,20221226,471,306.52,SADAD
859,PAY000859,20230123,471,181.18,Bank Transfer
860,PAY000860,20230222,471,3436.68,SADAD
861,PAY000861,20230325,471,2406.74,Bank Transfer
862,PAY000862,20250505,472,8506.42,Bank Transfer
863,PAY000863,20230815,473,699.47,Cash
864,PAY000864,20230327,474,4119.94,Cash
865,PAY000865,20221210,475,2686.35,SADAD
866,PAY000866,20230112,475,6091.78,SADAD
867,PAY000867,20220913,476,122.1,Bank Transfer
868,PAY000868,20221015,476,21410.75,Credit Card
869,PAY000869,20221114,476,6940.14,Credit Card
870,PAY000870,20221214,476,1855.11,SADAD
871,PAY000871,20260619,477,3992.15,Credit Card
872,PAY000872,20240103,478,811.87,Cash
873,PAY000873,20221213,479,13235.54,SADAD
874,PAY000874,20251113,480,5482.03,SADAD
875,PAY000875,20241114,481,22204.19,SADAD
876,PAY000876,20221107,482,6346.0,Credit Card
877,PAY000877,20221207,482,15941.95,Cash
878,PAY000878,20240706,483,5949.95,Credit Card
879,PAY000879,20230811,484,178.85,Bank Transfer
880,PAY000880,20260609,485,1676.96,SADAD
881,PAY000881,20241029,486,78.48,Bank Transfer
882,PAY000882,20241130,486,4406.56,Cash
883,PAY000883,20241016,487,6154.29,Cash
884,PAY000884,20241116,487,14756.56,Cash
885,PAY000885,20241009,488,743.65,SADAD
886,PAY000886,20251015,489,19805.17,Credit Card
887,PAY000887,20251010,490,1808.31,Credit Card
888,PAY000888,20260317,491,5745.21,SADAD
889,PAY000889,20260414,491,622.61,Bank Transfer
890,PAY000890,20260518,491,371.53,Bank Transfer
891,PAY000891,20260612,491,1641.8,Bank Transfer
892,PAY000892,20240825,492,1966.52,SADAD
893,PAY000893,20260113,493,5472.45,SADAD
894,PAY000894,20230219,494,13164.04,Bank Transfer
895,PAY000895,20230223,495,3808.58,SADAD
896,PAY000896,20230329,495,376.72,SADAD
897,PAY000897,20241125,496,805.82,Credit Card
898,PAY000898,20241225,496,1397.11,Bank Transfer
899,PAY000899,20240324,497,12470.27,Cash
900,PAY000900,20240422,497,1986.38,SADAD
901,PAY000901,20260619,498,7935.61,Bank Transfer
902,PAY000902,20250218,499,7444.46,Bank Transfer
903,PAY000903,20240713,500,1845.08,Bank Transfer
904,PAY000904,20240813,500,651.6,SADAD
905,PAY000905,20240908,500,778.72,Credit Card
906,PAY000906,20241010,500,155.67,Bank Transfer
907,PAY000907,20251218,501,1467.67,Credit Card
908,PAY000908,20260116,501,80.93,Credit Card
909,PAY000909,20240323,502,2986.13,Cash
910,PAY000910,20240422,502,340.65,SADAD
911,PAY000911,20240808,503,1265.48,Credit Card
912,PAY000912,20240908,503,35.42,SADAD
913,PAY000913,20241008,503,4337.33,Credit Card
914,PAY000914,20241108,503,619.5,Cash
915,PAY000915,20231114,504,2218.68,Bank Transfer
916,PAY000916,20231212,504,3357.1,SADAD
917,PAY000917,20240719,505,2539.88,Bank Transfer
918,PAY000918,20240821,505,645.15,Bank Transfer
919,PAY000919,20230921,506,424.6,Cash
920,PAY000920,20231023,506,193.51,Bank Transfer
921,PAY000921,20260313,507,13874.28,SADAD
922,PAY000922,20220606,508,3624.69,Cash
923,PAY000923,20260616,509,364.46,Credit Card
924,PAY000924,20260717,509,5599.77,Bank Transfer
925,PAY000925,20260814,509,4610.95,Credit Card
926,PAY000926,20251214,510,1156.32,Bank Transfer
927,PAY000927,20260110,510,472.53,Cash
928,PAY000928,20260213,510,394.06,Cash
929,PAY000929,20260316,510,337.29,SADAD
930,PAY000930,20250425,511,5862.17,Cash
931,PAY000931,20260728,512,5098.45,SADAD
932,PAY000932,20250928,513,4645.86,Credit Card
933,PAY000933,20230614,514,922.09,Credit Card
934,PAY000934,20250917,515,2033.69,Cash
935,PAY000935,20231203,516,4845.56,Cash
936,PAY000936,20240104,516,1564.32,Bank Transfer
937,PAY000937,20230920,517,6252.28,Bank Transfer
938,PAY000938,20250504,518,168.03,Cash
939,PAY000939,20250602,518,1223.45,Cash
940,PAY000940,20250523,519,1037.79,Cash
941,PAY000941,20230404,520,120.71,SADAD
942,PAY000942,20230506,520,223.8,Cash
943,PAY000943,20230602,520,1258.21,Cash
944,PAY000944,20230703,520,609.29,Credit Card
945,PAY000945,20250327,521,2607.24,SADAD
946,PAY000946,20250430,521,1772.71,Bank Transfer
947,PAY000947,20250526,521,2621.22,Credit Card
948,PAY000948,20250626,521,624.68,Credit Card
949,PAY000949,20230110,522,10787.88,Bank Transfer
950,PAY000950,20230207,522,1060.7,Cash
951,PAY000951,20230522,523,2784.56,Cash
952,PAY000952,20240127,524,7837.73,SADAD
953,PAY000953,20260625,525,7192.54,Bank Transfer
954,PAY000954,20231028,526,2372.56,Bank Transfer
955,PAY000955,20241018,527,18891.91,Cash
956,PAY000956,20250111,528,917.2,Credit Card
957,PAY000957,20250207,528,2047.1,Credit Card
958,PAY000958,20221106,529,14269.85,Bank Transfer
959,PAY000959,20260427,530,7008.33,SADAD
960,PAY000960,20240828,531,19097.42,Cash
961,PAY000961,20241016,532,16629.48,SADAD
962,PAY000962,20250330,533,5645.3,Cash
963,PAY000963,20250819,534,10714.14,SADAD
964,PAY000964,20241206,535,15377.46,SADAD
965,PAY000965,20250107,535,8777.14,Bank Transfer
966,PAY000966,20251017,536,1482.27,Bank Transfer
967,PAY000967,20251120,536,3687.06,Bank Transfer
968,PAY000968,20231112,537,6995.24,SADAD
969,PAY000969,20231209,538,15300.88,Bank Transfer
970,PAY000970,20220922,539,726.3,Credit Card
971,PAY000971,20221022,539,5809.79,Cash
972,PAY000972,20250326,540,2260.3,Cash
973,PAY000973,20240301,541,2675.03,SADAD
974,PAY000974,20230506,542,6721.04,SADAD
975,PAY000975,20230604,542,63.12,Cash
976,PAY000976,20250712,543,990.13,Cash
977,PAY000977,20240424,544,8764.03,Credit Card
978,PAY000978,20240107,545,16980.89,Bank Transfer
979,PAY000979,20260410,546,38705.57,Cash
980,PAY000980,20240616,547,5518.12,Cash
981,PAY000981,20240927,548,539.1,Bank Transfer
982,PAY000982,20241023,548,2519.96,Credit Card
983,PAY000983,20250517,549,19022.79,Credit Card
984,PAY000984,20250523,550,1080.89,Cash
985,PAY000985,20250110,551,9976.0,Bank Transfer
986,PAY000986,20250506,552,23206.38,SADAD
987,PAY000987,20260517,553,4247.09,Credit Card
988,PAY000988,20260614,553,18286.0,Credit Card
989,PAY000989,20230127,554,1059.84,Cash
990,PAY000990,20250706,555,3362.82,Bank Transfer
991,PAY000991,20260217,556,5286.27,Bank Transfer
992,PAY000992,20260319,556,261.48,Credit Card
993,PAY000993,20260419,556,895.58,Bank Transfer
994,PAY000994,20260518,556,146.09,Bank Transfer
995,PAY000995,20221110,557,8636.18,Cash
996,PAY000996,20250303,558,121.47,Cash
997,PAY000997,20250401,558,1571.65,Cash
998,PAY000998,20231230,559,179.5,SADAD
999,PAY000999,20240128,559,1727.52,SADAD
1000,PAY001000,20241014,560,1725.57,Credit Card
1001,PAY001001,20241113,560,18634.78,Bank Transfer
1002,PAY001002,20241215,560,6490.13,Cash
1003,PAY001003,20250113,560,18524.42,Credit Card
1004,PAY001004,20231204,561,1911.12,Credit Card
1005,PAY001005,20240105,561,10154.82,Bank Transfer
1006,PAY001006,20260227,562,4707.01,Credit Card
1007,PAY001007,20241208,563,194.35,Cash
1008,PAY001008,20250104,563,1254.38,Cash
1009,PAY001009,20250204,563,75.4,Cash
1010,PAY001010,20250310,563,642.88,Bank Transfer
1011,PAY001011,20250630,564,4909.63,SADAD
1012,PAY001012,20250801,564,360.1,Bank Transfer
1013,PAY001013,20240202,565,9644.41,Credit Card
1014,PAY001014,20260308,566,7332.49,Bank Transfer
1015,PAY001015,20250103,567,2146.84,Credit Card
1016,PAY001016,20240418,568,1074.92,Credit Card
1017,PAY001017,20260725,569,21571.11,SADAD
1018,PAY001018,20241024,570,1341.95,Cash
1019,PAY001019,20241123,570,3331.47,Credit Card
1020,PAY001020,20241222,570,188.35,Bank Transfer
1021,PAY001021,20250122,570,405.65,SADAD
1022,PAY001022,20231221,571,280.53,Credit Card
1023,PAY001023,20241004,572,7941.13,SADAD
1024,PAY001024,20260222,573,2349.43,Cash
1025,PAY001025,20260323,573,2444.65,Cash
1026,PAY001026,20240804,574,6045.77,Bank Transfer
